,tweet,sentiment
2689,httweet come dwarkaexpressway also readi black flag blackday gurugram bjp govt betray resid newgurugram kherkidaulatol noroadnovot,negative
2690,iamrijoy inform bjp start seat reach unto modi becam prime minist india and north india see soon peopl south also understand true develop come region languag basi,positive
2691,qualifi bjp cell attent amitmalviya,neutral
2692,live dr sambitswaraj address press confer bjp hq,positive
2693,cbi chief alok verma remov cover rafalescam investig develop clear establish modi govern link rafal scam andhra pradesh cm n chandrababu naidu,positive
2694,rs cr bribe mlas rs cr bribe speaker bjp offer rs day farmer will spend hundr crore tri bring incindiajd govt karnataka greed power thing bjp stand for barbedamodi gobackmodi,neutral
2695,modirock vote mr modi click link give support favourit leader,neutral
2696,despit hurdl creat modi govt arvindkejriw govt made possibl equip lakh cctv camera delhi next week delhi govt go start equip cctv camera proud moment yearsofaapgovern,positive
2697,madam say bjp respect institut respons emergencyther cbi misus cbiib tension amp lot upa,neutral
2698,mani liber left india modi becam pm,neutral
2699,don t like bjpindia parti bjp herd brainless peopl normal video fast forward claim bullet train stop fool around scum bag real work don t tell guy cabinet minist,positive
2700,invit join nationwithnamo india largest volunt network profession campaign shri modi join use referr link spread word jai hind,neutral
2701,madhukishwar right person keep big gun bjp toe like flare nostril nsitharaman alway lost transit,positive
2702,maheshnbhatt son conniv let oper headley plan mumbai attack kill indian later blame rss hindus attack u rgive indian gyaan twitter restrain even vilifi global platform,neutral
2703,would even think increas speed video love train embarrass bjp,positive
2704,sonia gave coal worth lakh cr industrialist modi gave cylind cr women sonia amp co open account swiss bank modi open cr account poor jan dhan cong gave padma award journalist amp darbari modi give padma real achiev,positive
2705,bharatbacksmodi namo govt took work principl na khaunga na khane dunga last yrs even singl corrupt alleg modi govt,negative
2706,bharatbacksmodi inflat big relief govern modi took prime minist retail inflat stood percent april percent,neutral
2707,petrol pump owner hv told us privat bjp sponsor strike activ support oil cos fact bjp thrust upon petrol pump owner peopl give bjp befit repli elect continu inconvenienc peopl thro dirti polit,positive
2708,bharatbacksmodi nda govt spent longterm infrastructur build railwayslay extra line busi rout enhanc network capacityampbring northeast connect broadgaug convers prioriti electrifi rout also got major thrust,negative
2709,mamata pressuris us say threat bjps rath yatra intellig offic expos didi plan,neutral
2710,yearsvsmonth want pend project finish amplaunch month vote modi sarkar what cong yes namo day kudo modi govt,neutral
2711,mallikarjun kharg if strengthen modi sanatana dharma amp rss rule again,neutral
2712,vote bjpindia also take care make network makepeopl awar great polici amp leadership modi day amp also educ dear left wingerspiddi don t go algorithm go creat may harm,positive
2713,opinion oil rupe ilampf pm modi gumption kill india s econom crisi get control ask raghavbahl,neutral
2714,huge huge injustic justic done erron judgement rafalescam automat render infruct view misrepresent fact submit bjp govt taken task immedi hon sc amp correct wrong,positive
2715,mani develop project implement tamilnadu one go thank modi ji tn thank wholeheart tamilnaduwelcomesmodi pm modi launch various develop project tiruppur tamil nadu via namo app,neutral
2716,gobackmodi confidentialpm pms degre confidenti rafal price confidenti black money list confidenti pms marriag confidenti unemploy data confidenti modi sarkar confid modi sarkar zero confid,negative
2717,mani decad polit life never seen massiv outpour affect least assam express gratitud belov pm sri modi given much us northeastformodi pminassam northeast sarbanandsonw,negative
2718,freedom speech freedom express peril modi regim intoler could seen opinion defin manner also object hurl upon realli shame,neutral
2719,jomalhotra sanjayuvacha ohh realli modi done polit circl delhi one run true journal unlik sold profess famili,positive
2720,pay tribut dr bhupen hazarika rais voic depriv poor pm modi northeastformodi,negative
2721,tnwelcomesmodi modi tamilnadu year bank account pmjdi lpg ujwala toilet swachhbharat lakh atal school led ujala lakh skill develop center,negative
2722,want free countri infiltr reflect stringent action pm modi northeastformodi,positive
2723,nrc implement earlier govt work supervis sc implement pm modi northeastformodi,neutral
2724,i am ensur yearold demand implement assam accord see light day pm modi northeastformodi,positive
2725,busi mumbaiwher nobodi even min sparei pleasant surpris hear polit attend refus take park charg notic left car secto take pic child projectthi man tell u bharatbacksmodi narendramodi,positive
2726,rt narendramodi never forget arrog congress minist insult middl class year power didn t anyth middl class month nda focus eas live middl class,positive
2727,shashitharoor sardesairajdeep hardeepspuri incindia achiev modi govern divis countri introduct the polit hate dr tharoor,negative
2728,prime minist modi alli turn hindu kumbh festiv biggest lavish expens indian histori use pleas polit base deflect grow troubl,negative
2729,instead outrag piyush goyal tweet congress cell better put energi recent death odd day due swine flu,positive
2730,sirpareshraw paresh sir lot respect you i am big fan though bjp support still request engag troll mp k pass sure bahot kaam reht hongey month left,positive
2731,indian pm modi spent indian money tour shame u mr modi,negative
2732,rais slogan no roadno vote newgurugram newgurgaon kherkidaulatol dwarkaexpressway bjpmission narendramodi,neutral
2733,shock see gyaan session modi hous now incindia divid state close door bjpindia broke promis open door apdharmaporatam modimukthbharath apdemandsjustic apwithcbn gobackmodi,neutral
2734,ganeshchetan bjp without bsi scari karnatakaeventu control goe nagapur cm munciplati presid decid rsswe shouldn t get wonder state bjp mla start address constitu farmer hindi pleas delhi master,neutral
2735,vivekjkulkarni arpansthought swami modi like,neutral
2736,plus modi lover hubbal polic forc secur slap face congress voic chorus modi modi modi merepyareprimeminist modifiedc yearsvsmonth abkibaarpaar modi sarkar,neutral
2737,got telephon call aap call centr sir bjp remov voter list kejriw sir ad back,neutral
2738,central govern creat hurdl railway zone issu railroad zone telugu peopl selfesteem central govern need descend author railroad zone state ncbn modi gobackmodi railwayzonevizag,neutral
2739,cr andhrait angri modi promis kbk bundelkhand model worth cr backward district deliv cr far year cr deposit taken back year nomoremodi gobackmodi modicheatedap,positive
2740,grihapravesam look this find guy rss sangh swayamsevak simpl disciplin confus take back thank rssorg inculc small thing via shaka,negative
2741,jaybhadrakali mayavi ndtv pure pious gentleman modi hug coalit partner amp sudden chandra babu naidu becam back stabber possibl modi realli must think south indian moron believ,negative
2742,local mp ap bjp presid kambhampatti haribabu answer peopl visakhapatnam fail bring railway zone ncbn modi modimukthbharath apdemandsjustic apwithcbn gobackmodi railwayzonevizag,negative
2743,instead sanction visakhapatnam railway zone lobbi propagandis visakhapatnam give land odissa ncbn modi modimukthbharath apdemandsjustic apwithcbn gobackmodi railwayzonevizag,neutral
2744,congress mouthpiec nation herald s group editor mock arunach pradesh cultur via opindiacom,neutral
2745,valid point clear evid corrupt modi sarkar baguettebhagaorafaleleaao,negative
2746,vote rahul pm worri still vote dynasti forev lose modi that is think phir ek baar namo modi bjym bjptamilnadu dear intellectu dont ask stupid yes bhakt,negative
2747,guntur meet modi blast ncbn alli congress say ntr want congressmukt bharat wherea chandrababunaidu join hand them say,neutral
2748,local mp ap bjp ex presid haribabubjp must answer peopl visakhapatnam fail bring railway zone modimukthbharath apdemandsjustic apwithcbn gobackmodi apdharmaporatam chandrababunaidu,negative
2749,budgetfornewindia pm modi remark union budget via youtub,neutral
2750,pm modi sava sau crore deshwasi amp prayer amp bless have ncbn curs loot templ amp taxpay cheat public buy properti grandson bless peac amp happi,neutral
2751,sujeshknr karnataka south india kind informationpleas note bjp miss come power assembl elect whisker huge disappoint ls peopl vote drove bjp karnatakafilmi dialogu work here,positive
2752,vote bjp you,neutral
2753,opp misrul india yrs done noth good nation peopl attack honest pmmodi make india modiinsult,positive
2754,reserv econom ground becom possiblemodi hai mumkin hai via namo app,neutral
2755,i am south indian big yes sangh parivar bjp take southindiafornamo,neutral
2756,h k art colleg promin truste like b v doshi r chaudhari amp k desai all padma awarde stand hooligan bjp student wing shame day freedom speech democraci strong condemn move cmoguj shame u,positive
2757,modi chandrababu naidu betray backstab fatherinlaw ntr bhakt haha maza aa gyakya taunt mara hai modi di ne naidu modi answer abandon wife bhakt person attack hamera bhagwan modi ji ka apman mafi mangni hogi,positive
2758,ani world number one nautanki video left kashmiri confus two nautanki modi wave one boat anoth one reflect water,neutral
2759,republ thiev burden countri bootlick understand even year congress rule india full shitmess up peopl toilet shelter food job etc hindus nd class citizen bjp modiinsult nayiumeednayadesh,positive
2760,modi elect pm anticorrupt plank first action remov anti corrupt claus billion dollar deal,positive
2761,donat bjp contribut toward namoagain now via namo app,neutral
2762,priyankagandhi fight pm modi varanasi panelist debat electionnewstrack,neutral
2763,jallianwala bagh massacr happen april last check still februari pm modi inaugur yaad e jallian museum week ago fact matter,neutral
2764,hey delhi vote aap coz want defeat bjp vote aap coz know congress cant defeat bjp vote aap reason vote aap coz aap work you vote aap coz aap stand vote aap coz aap deserv candid aamaadmiparti,positive
2765,republ stain nation chorchowkidar modi waiv anticorrupt claus rafal deal open door allow anil ambani steal cr iaf,neutral
2766,someon compil list insult modi hurl everi singl opposit leader till now play victim card cow come home goe around come around modiinsult,negative
2767,biggest blow modi sarkar think abul kalam azad s relat declin highest honour till today,neutral
2768,congress leader threaten chop modi piec accompani priyanka vadra roadshow report,neutral
2769,kingehind jyotsnavarma kapoorashok venumadhav sunitag pksrivastava venumadhav ankushd indrajat swwagatam cprdindia rohitsh makebharatmahan narendra applewatchfan indiangirishn jewelkapur amdilip pmalien ramchouhan rajesh sengarrv chakrabortyje purushuem vannyrao ravisec flyingvoyag roopsinghrupa satvind singhsantosh adimadhav kailashkaushik rakeshdahiya ashwinkr nimbumassala adityaakc laxmikantkabra matethuwala dwarkanath cpsghei ramchandranayi nparama drsunandamb bjpindia ianuragthakur timesofindia congress join sp bsp allianc up congress finish ever up sp bsp put better show congress contest alon up congress surviv parti least spoil game none three compet bjp,negative
2770,reserv econom ground becom possiblemodi hai mumkin hai,neutral
2771,pratheeshahp congress boss vatican driven parti contribut chunk kerala land hand evangelist fraud hindus come illus,neutral
2772,manmohan singh attack prime minist modi the languag use naidu ralli guntur state sunday,neutral
2773,pm modi take part billionth meal akshaya patra midday meal programm vrindavan via namo app,neutral
2774,also mention modi sanghi daddi rw hummmm logic raga sugar daddi,neutral
2775,look job now modi prashantkishor rose togeth fell togeth,positive
2776,indian air forc receiv first batch chinook helicopt chopper arriv gujarat today amp arriv come month state art aircraft purchas govt govt deal pm modi boost air forc capabl,positive
2777,show everi honcho call novic common folk tore incindia cpm dmk enjoy karthikthiru tear inctamilnadu though particip want chang bjp felt would coalit wrong said bjp psepholigist,negative
2778,btw bjp intellectu cell and guess address meet today sambit patra promiseday,neutral
2779,reserv econom ground becom possiblemodi hai mumkin hai via namo app,neutral
2780,given bad name govern say sudhanshutriv nation spokesperson bjp naidustagesplurg,negative
2781,need modi next year save india modiinsult,neutral
2782,first time india show tamil common man thought elect dubious choic anchor ran week honcho polit parti deliber invit bjp part,positive
2783,skshuklainc modi incindia bjpindia iyc trend gobackmodi must note oct andhra pradesh cm chandrababu naidu sent heritag milk packet titlicyclon victimsth packet contain water instead milk level corrupt done first famili andhra,negative
2784,former presid senior leader congress parti shri citiznmukherje ji summar less one minut honour pm shri modi ji mahabhrashtbandhan,negative
2785,ashwinibjp rajyasabhatv go happen now month may ncm anyway power make rule determin minor talk modi,negative
2786,alway attack substant posit fact alway tri divert issu sudhanshutriv nation spokesperson bjp cagrafalereport,neutral
2787,republ respect modi evolv day n night though he is mahachor rafael dalla never use corrupt money person use except mushroom corrupt money use nation build like purchas mlas cr speaker cr god know amt fix sc judg,negative
2788,know modi take action vadra despit yrs helm narendramodijindabad bjpindia bjpmission,positive
2789,zero balanc averag deposit pm modi s jan dhan account jump over,neutral
2790,bjpled parliamentari committe summon twitter ceo jack dorsey indian govt interf newspap st centuri twitter,neutral
2791,previous govt sanction lakh hous urban area lakh complet howev govt sanction lakh hous month lakh complet pm modi southindiafornamo,negative
2792,posit polici modi govt provid stabl environ entrepreneur french economist narendramodi modigovern guysorman,neutral
2793,bjp funni parti goa refus probe audio learn parrikar threaten modi rafal paper karnataka protest sit probe audio clip yeddyurappa claim offer rs cr bribe mla s amp modi judg,neutral
2794,congress rule india major year tamil nadu got toilet coverag till modi made year anyon ask modi tn say protect kid open defec diseas amp safeguard women honor tnwelcomesmodi,positive
2795,karnataka land hanuman hindutva extrem strong sangh parivar alway here kannadiga believ modi local leader alway keep mind,positive
2796,smitapop hi smita curious think modi now rememb super fan back,positive
2797,middleclasswithmodi modi govt pocket medicin expens come jan aushadhi store sell medicin price less market price cardiac stent knee implant also afford now,negative
2798,bjp n mahapurush gave corrupt mukt letter franc rafal scam remov integr n anti corrupt claus adbhut,negative
2799,rahulkajijachorhai surpris qualif call young leader so publish time magazin narendramodi rahulremotecharg rahul gandhi rahulliecaught india loksabhaelect loksabha,positive
2800,apoorv thehindu well known veri strong antibjp stand even constitut figur venkaiah naidu need oblig them shower prais public insult peopl constant point newspap doe,positive
2801,watch ls live now thambidurai strong critic bjp govt polit signific speach,positive
2802,lie x speed congress jab piyush goyal origin train video,neutral
2803,mega hit priyankauproadshow modi sign resign letter,neutral
2804,heard famili pack mobil recharg famili pack get bail too say pm modi jibe rahul gandhi famili via namo app,neutral
2805,dress black protest visit modi andhra pradesh gobackmodi modiisamistak,negative
2806,virtual realiti programm soon use train nuclear engin fund nda magnoxsit immers technolog mean engin train facil built decommresearch decommprogress bbcclick uniofexet,negative
2807,gobackmodi atroc modi regim thoothukudi massacr neet murder obstruct keezhadi excav hindi imposit engin student unemploy ochki cyclon kuangini fire accid fisherman issu gaja cyclon farmer protest gobackmodi,neutral
2808,republ indian economi wreck pure modi incompet,positive
2809,india need modi atleast year tnwelcomesmodi,neutral
2810,read asterix would recal tini gaulish villag stood whole roman empir that is us vs congress eco system india vs intern mafia asterix pm modi obelix team magic potion us our vote,positive
2811,amitshah said parti awar ncbn congress blood never expect go extent even surpass congress speak lie carri hate campaign,negative
2812,governor adamawa bindow certif forgeri case modi vs bindow suit file civil societi organis fct high court today reserv judgement st march,positive
2813,amp everi intiat modi masterstrok success amp scam free vs clich parrot congress oppositioncrook modi fail front laughabl,positive
2814,part modi mission becom namoyuva volunt give miss call on regist at poonammahajan,neutral
2815,patialapeggg tarunkakra rahulkajijachorhai namounstopp namodobarafor namooncemor namoagain onlynamocan how is khouf modi ji robert vadra explain luxuri flat london vip area illeg money come either defenc petroleum deal,negative
2816,bjp twitter trust alli went rogu ruhitewari write,neutral
2817,ahead pms andhra visit modi entri billboard appear multipl place one open claim behind it well,negative
2818,ncbn mr modi famili largest world billion peopl everi indian famili member mr modi consid head famili tri way explain corrupt chandrababunaidu chor hai,negative
2819,today thehindu articl rafalescam expos indict prime minist modi direct interf defenc procur everyon nation best interest heart must join us demand thorough investig prime minist role,positive
2820,media by invit pmoindia modi exhibit cheap polit cmofkarnataka hdkumaraswami,positive
2821,reemabjp bjpindia modi amitshah sunildeodhar myogiadityanath drjitendrasingh vijaygoelbjp amitmalviya manojtiwarimp yes right modi sarkaar,positive
2822,vote modi back power busi fill treasuri india famili parti modibringsback,neutral
2823,quot rahul gandhiji prime minist modi absolut credibl left dharmaporatadeeksha chowkidarchorhai incindia,neutral
2824,modi promis give corrupt free govern revis rafal jet deal come power upa negoti jet crore modi sign jet pay rs crore gobackmodi,negative
2825,modi took charg prime minist india may question mind whether would win two year term three would steer bjp victori parliamentari poll taken given,positive
2826,come round view modi face trial role rafaled act interest india modi govern waiv anticorrupt claus rafal deal,negative
2827,drgpradhan priyankagandhi pic modi ji feed nation pic nation feed congress pic speak pastpres futur nation choic choos,neutral
2828,bhavnawasnik let pack wolv enjoy feast ideolog exist gods yesterday modi bhakht shot gandhi photo ideolog said zindabad,positive
2829,one bloodsh bjp worker westbeng bjp worker booth presid howrah shot serious injur admit chittaranjan hospit kolkata condit remain critic anoth exampl total collaps law n order west bengal,negative
2830,grrajan priyankagandhi unabl digest popular pm modi that is name gelusil,positive
2831,g scamg scamcoal scamchopp scamadarsh scamcommonwealth game scamtelecom scambofor scamremain u tell india bjp nayiumeednayadesh meraparivarbhajapaparivar namoagain kesari promiseday mumbai bharatratna prashant kishor amit bhandari merepyarepm liarbabu,negative
2832,modiinsult mahadhagbandhan attack pms famili blood boil c bjp ask rahul secret visit woman digvijay,negative
2833,pm modi today pay tribut bjp ideologu pandit deendayalupadhyaya death anniversari,neutral
2834,look like indira rahul gandhi look like shivaji maharaj mani maibhartiya merapmmeraabhiman modiunstopp namoagain,neutral
2835,nationwantsnamo peopl india want leader long vision leader corrupt leader progress modi leader make india great,positive
2836,hate modi want hate poor person street shehzadind jhoothacupjibeatmodi,negative
2837,nitingadkari sir rss chief could chitpavan brahman,neutral
2838,notic dead silenc entir bjp team regard rafal prepar big divers short,negative
2839,engihumor true serious note one gang asham peopl buy namo shirt hand congi give free biryani top wear it liarbabu meraparivarbhajapaparivar insultpmdharna modifiedc modiunstopp modiparliamentspeech,positive
2840,modi s bjp slide rafal slope can t get away outrag opposit threaten amp scold question journalist choic come clean nationalinterest,positive
2841,someth damn amp shame narendramodi amp gang covet bharatratna turn down,negative
2842,critic modi corrupt say man whose famili loot india decad bail scam,negative
2843,ravinarin ncbn modi timesnow republ indiatoday nowaday ncbn alway like hobnob sociopathgt rahul gandhi pasha polit opportun kind word juvenilejerkgt rafool ghandi peopl ap watch ncbns tamashathey forgiv crook,positive
2844,hello ncbn wont even understand modi is wont even bother evalui question forget answer it bless power nobodi serv everybodi still confin juvenil ego amp ident crisi grow up,neutral
2845,congress wild alleg rafal harm nation secur nitingokhal,positive
2846,rememb time upa use rule countri n modi ne dhobhi ka piddi bana diya hai see eyesif u want see chang,neutral
2847,shekharchah file fir arvindkejriw fake amp mislead call aapoffic claim name remov voter list bjp mr kejriw stop play dirti polit peopl delhi amp focus ur work bjpdelhi rohitchah jasmatta bjym,negative
2848,modi ji use speak like this rahul rahul gandhi mimic pm modi amp last said chowkidar hi chor hai,neutral
2849,know modi even contest singl elect becam guj cm bjps disdain dynast privileg pretti privileg modi straightaway catapult cm seat think sharm aati hai,positive
2850,we have manag smuggl link show behind enemi line via one hungri terrar homepag itun rss stitcher,negative
2851,congress problem believ everi singl constitut bodi say charupragya polit analyst cagrafalereport,neutral
2852,modi,neutral
2853,mlkhattar kherki daula total mess monday morn toll take bjp govt haryana incompetentcm kherkidaulatol dwarkaexpresway,negative
2854,politburo statement elector tactic parti achiev follow task defeat bjp allianc increas strength cpim amp left lok sabha ensur altern secular govt form centr,neutral
2855,comeagainmodiji teammodi doubt modi jis develop reach us call centr number locat giri nagar bengaluru call us astitvam,neutral
2856,modi govt waiv anticorrupt claus rafal deal approv pmoindia import stori nramind,neutral
2857,priyankagandhi ji hearti welcom twitter priyankagandhi creat flutter taken twitter storm join make incindia choic nation gobackmodi,neutral
2858,contribut bharatiya janata parti namo app samarpandiva urg karyakarta amp support donat amp join honbl pm shri modi ji build new india via mynt,positive
2859,pm modi tirupur tamil nadu day ago nation saw utter disgust stori top upa minist kept push narrat armi coup everi indian know armi thing look congress attitud,positive
2860,ncbn guttersnip chandrababu naidu ncbn cross limit abus modi person level amp wife never understand mean serv nation amp crore peopl peopl like work self famili fill pocket bank balanc southindiafornamo,negative
2861,modiinsult alway told modi like baali ramayan whoever come fight half strength get first transfer baali,positive
2862,modiinsult asham shallow opposit admir strive hard work focus like modi wish concentr develop instead wast time insult modi,negative
2863,incindia prime minist candid ever public ask question repli modi ji se poocho modipoint,positive
2864,bjpandhra front camera modi feed poor otherwis feed rich modiinsult indian,negative
2865,modifi rafaled bonanza gift undeserv pal aa hardwork croni sevak aa hit jackpot sinc thale augur rafaelantonov modiambanirafalescam chowkidarhichorhai pakdagayamodi rafalescam chowkidarchorhai,neutral
2866,hear epic respons pm modi,positive
2867,cbn savag pacha gorr tear shirt fight ycp jsp bjp cbn announc readi work jagan too pacha gorr find differ reason cover latest fiasco,positive
2868,wonder indian economi gone slowdown interim indian financ minist clue deficit financ work kind talent modiministri constitut by goyal one best one modi team,positive
2869,worst organis namami brahmaputra extend formal invit priest kamakhya templenot even deol the head priest invit rssinsultedassam long back wakeup laterss take assam,negative
2870,funniest hindu priest flown haridwar rss govt eventnamami sanskrit wordthey even think aasames word funfact guwahati known citi templ kamakhya holiest shaktipeethsthey get local priest rssinsultedassam,neutral
2871,yogimandirformula make statement mandir mr yogi defi pm modi pm said w wait suprem court verdict dr farrukh khan advoc,neutral
2872,think venki naidu amp club respons bjps posit andhra bjp non exist assembl elect bjp secur vote even ntrs time bjp around vote ysr given free run,positive
2873,abysxna bjpgmdasspondi republ modi arunjaitley wow india need modi mood mood india need,positive
2874,modi govt waiv anti corrupt claus rafaled keep polit choic asid give thought whi would govt it noth hanki panki deal,negative
2875,disgust congress use abus communiti last year mere number enjoy communal riot pleas never vote bjp modifor,negative
2876,we sycoph media who will want bjp s swami nlshort,neutral
2877,one man ever studi cours entir polit scienc mr jaitley news actual flunk too fill blank test chowkidar think crack unlik budget,neutral
2878,reserv econom ground becom possiblemodi hai mumkin hai via namo app,neutral
2879,modi mistak go back modi poster hashtag go viral ahead pms andhra visit india news,neutral
2880,remov integr claus remov anti corrupt claus sovereign bank guarante help croni friend bjp redefin nation,negative
2881,yearsvsmonth month modi done india year congress rule,neutral
2882,bewar cell mischief plant bjp troll oppn protest troll quick place casteist placard white colour hindi protest telugu pride make video send malviya malviya circul ecosystem amp troll start outrag,positive
2883,uttar pradesh wit modi last year countri youth say modi fail promis provid employ benefit peopl like anil ambani congress presid rahul gandhi nayiumeednayadesh,negative
2884,republ sanghi conflat loyalti india loyalti modi,neutral
2885,kalikashimla toy train creat modi govt snow fall creat modi govt,neutral
2886,ndtvexclus i proud lokesh father devansh grandfath bhuvaneshwari husband ask you you andhra pradesh chief minist chandrababu naidu prime minist modi,positive
2887,govt continu year irrevers damag karnatakart view india bjp nayiumeednayadesh meraparivarbhajapaparivar namoagain kesari promiseday mumbai bharatratna prashant kishor amit bhandari merepyarepm liarbabu lucknow bangalor,neutral
2888,audaciousquest sreenivasanjain defend arnab goswami journalist crime man mouth piec bjp complet bias,neutral
2889,wife kill mla tmc sayssatyajit probabl want join bjp that is kill also said boy fled shoot belong tmc tmc ask cbi probe,neutral
2890,bjpindia plan field anoth general poll battl well buzz is bjp keen field gen ds suhag bhiwanimahendragarh seat along virendersehwag rohtak amp retir dgp bs hooda ambala name star shortlist across countri,positive
2891,vivekagnihotri rahul gandhi vivekagnihotri anoth bhakt know anyth kind inform raga alumni cambridg next time googl tweet educ modi,positive
2892,aquat life ganga blossom again thank clean measur modi govern umasribharti nitingadkari modi comeagainmodiji teammodi,positive
2893,fastergoy outstand funni twitter roll mayb bjp protest parliamentari committe,neutral
2894,never includ karnataka shit next time karnataka alway hindutva state bjp alway strong here,positive
2895,cbn knife proof jacket rahul no whi cbn know anyth backstab rahul littl bit never experienc whi cbn noth ask laugh insid rahul mahagathbandhan bharatbacksmodi comeagainmodiji kirank,positive
2896,see son he s modi he s futur generat spoil dravida congress parti your venu trippur tamilnadu,neutral
2897,chowkidarchorhai prime minist modi absolut credibl left congress presid rahul gandhi speak public andhra pradesh cm ncbns day long fast central govt dharmaporatadeeksha chowkidarchorhai tarunp,positive
2898,andhra unwelcom pm modi like guwahati gobackmodi vidyarthe sachinpilot,neutral
2899,women modi strongest votebank piggi vad project break that pappus strategist think shock,neutral
2900,true also bhandari link sit minist amp editor hindustan time govt allow interrog bhandari also given assist escap modi govt tenur,positive
2901,ht wrote fake articl twitter promot it congress use target bjp piyushgoy think coincid plan paid fake news think took week check simpl fact clarifi,negative
2902,mani point out piggi provok modishah bjpnda leav smriti harsimrat nirmala amp team give media vultur chanc creat storm misogyni,neutral
2903,thread awaken blind support bjptelangana congress paid crore tweet gallon rahul gandhi mutra free rammadhavbjp pmuralidharrao tigerrajasingh bandisanjaybjp keerthireddybjp amitshah modi bjpindia kishanreddybjp drlaxmanbjp,negative
2904,bhupen hazarika s famili turn bharat ratna award protest citizenshipamendmentbil bjp govt,neutral
2905,pm modi bless ncbn wear everyth fearless amp pride noth hide curs balaji loot treasur countdown begun,neutral
2906,drshamamohd look behavior sidhramayya women karyakarta amp speak women respect let also remind shahabanu even scs verdict favor congress revers decis appeas maulana amp talk respect women,neutral
2907,alba na live rss,positive
2908,samarpandiwa donat bjp contribut toward namoagain now use code ujwwcf via namo app inspir tajinderbagga ji sambitswaraj ji,neutral
2909,man seem big fan pm modi,neutral
2910,heard famili pack mobil recharg famili pack get bail too say pm narendramodi ji jibe rahul gandhi famili,neutral
2911,final defmin tell rajya sabha differ configur origin rafal jet order modi nsitharaman lie befor liar liar pant fire,neutral
2912,bjp major elector troubl northeast make,positive
2913,jyotsnavarma pksrivastava kingehind indrajat swwagatam cprdindia venumadhav rohitsh makebharatmahan narendra applewatchfan indiangirishn jewelkapur ankushd amdilip sunitag pmalien venumadhav ramchouhan rajesh sengarrv chakrabortyje purushuem vannyrao ravisec flyingvoyag roopsinghrupa satvind singhsantosh jagannkaushik adimadhav kailashkaushik kapoorashok rakeshdahiya ashwinkr nimbumassala adityaakc laxmikantkabra matethuwala dwarkanath cpsghei ramchandranayi nparama drsunandamb ndtv sardesairajdeep shekhargupta bdutt sagarikaghos incindia pleas fall prey oppn agenda show tussl namo n gadkari agenda divid bjp voter two tri start fight gujarat n maha right bjp strong there pleas trust media oppn,positive
2914,hyderabad man print wed invit card ask vote modi via toihyderabad,neutral
2915,earlier poor connect got lane highway mysuru amp bangalor modi govt say young bjp mp pratap simha mepratap otc alphonstour via youtub,negative
2916,bhupen hazarika famili say bharatratna protest disastr citizenship bill modi govern push,neutral
2917,bjp send paid crowd chant modi modi rgs ralli nowaday,neutral
2918,one eye moron keep make fun pm modi foreign tour,negative
2919,per ap reorg act central govt establish institut estim cost rs cr modi govt alloc rs rs cr releas year releas requir fund gobackmodi apdemandsjustic,neutral
2920,modi call centr girinagar it s novel idea ask question modi get answer astitvam,neutral
2921,sinc modi massiv rahul gandhi famili complex copi everyth do also sudden discov longlost sister join polit now beplay sister,negative
2922,true face shiv sena sanjay raut seen today delhi congress leader support chandrababu naidu urg amitshah ji go alon maharashtra loksabha modi ji drgpradhan,positive
2923,modi ji lose next elect rafal deed go adag s lack discret amp reckless aggress,positive
2924,kvquot toshig rashmikund drgpradhan ashwinibjp mahimashastri tajinderbagga kapilmishraind friend pl give ur minut timesmegapol regard modi govt ashtalakshmi ampmoewpormta premlataasopa vandanagaur kaju aparnapera sundaramchitra isurabhig dubeymanisha sureshk sumansh saru,neutral
2925,also watch fact check rafal alleg anti modi gang fail fact check,negative
2926,vid rahul gandhi differ fan base can t answer say go ask modi,negative
2927,worst strateg mistak congressi start suitboot campaign within month modi take offic wide hail ecosystem piggi vadra brainchild,negative
2928,seriousfunnyguy sherryontopp felt somewher cheat share laugh someon readi stab india amp speak ill pm modi person gain,negative
2929,say pmo interf rafal deal modi interfer jaitley financ demonet sushma extern affair modi globe trot vacat home control lynch mob,neutral
2930,nitin gadkari direct attack pm tweet congress new remark,positive
2931,insultpmdharna opposit strategi go target pm modi background share view use hashtag join debat,neutral
2932,nation payment corpor india potenti facilit privat monopoli could illeg also disproportion benefit compani anil ambani nandan nilekani bjp man arvind gupta monopoli beep,neutral
2933,sena minist campaign cong ex minist mla sattar sahab bjp state presid danav danav loos bad time,negative
2934,press confer new delhi operationkamala bjp leader karnataka claim pmoindia amitshah manag suprem court judg silenc prove truth claim,positive
2935,want low modi stoop karnataka govt provid land amp share part cost hubli s gas projectrailway line expans amp iit dharwad campus pm inagur order invit sent cm fellow blot india s feder,neutral
2936,modi shah manag suprem court judg yeddyurappa alleg claim tape releas kumaraswami,neutral
2937,stun scale chariti kudo everyon behind initi tvmohandaspai pm modi serv iskcon affili akshaya patra s threebillionth meal poor schoolkid vrindavan via swarajyamag,negative
2938,pidi pg look like indira g bhakt modi ji look like shivaji maharaj maibhartiya merapmmeraabhiman modioncemor,neutral
2939,write wall bjp way out noth chang fact bjp rattl resort sort base mean discredit priyankagandhi peopl show place soon,negative
2940,suicid tendenc go bjps downfal outright wtf,negative
2941,nripatunga amarramaraj absolut even smart decid candid ls move away bjp bsybjp built bjp karnataka toughest time last year today insult everyday bjparnataka doesn t deserv bsybjp,positive
